country,country_code_2_digit,country_code_3_digit,population,daily_count,reported_date,confirmed cases_count,deaths_count,source
Belgium,BE,BEL,11455519,1284,2020-09-12,1284,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,7,2020-03-15,7,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-06-21,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-05-28,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,738,2020-10-23,738,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,101,2020-07-09,101,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1960,2020-09-30,1960,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-05-09,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,7,2020-05-03,7,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,161,2020-04-08,161,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,4,2020-08-31,4,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,73,2020-04-21,73,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,213,2020-10-01,213,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-27,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,288,2020-08-06,288,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,2020-04-23,,2,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,291,2020-08-26,291,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2020-07-24,,3,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-03-10,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,8,2020-07-25,,8,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-06-01,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,12,2020-06-03,,12,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,5,2020-05-20,,5,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,29,2020-04-05,29,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1515,2020-04-08,1515,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-06-20,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-05-22,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,2020-04-22,,1,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,1,2020-04-02,,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,3,2020-05-15,,3,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,162,2020-04-16,162,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2,2020-03-03,2,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,11,2020-10-12,,11,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,35,2020-10-11,35,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-03-04,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-09-16,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-07-16,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-09-18,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-07-15,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-05-19,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,5,2020-09-04,,5,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,11,2020-10-13,11,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-03-26,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,3039,2020-04-08,3039,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-08-02,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-09-11,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-07-24,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,41,2020-03-24,41,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-07-30,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-05-06,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2,2020-09-26,,2,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-06-29,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,65,2020-08-13,65,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-06-04,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-05-16,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2,2020-04-24,,2,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,525,2020-04-17,,525,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,10,2020-04-06,10,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,24,2020-07-11,24,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,338,2020-06-15,338,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,207,2020-07-11,207,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,16,2020-07-31,,16,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-09-19,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,6,2020-09-29,,6,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,475,2020-05-02,475,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,1,2020-07-27,,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-03-08,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,44,2020-08-14,44,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,19,2020-04-08,19,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,687,2020-06-21,687,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,4,2020-04-19,4,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,2020-04-29,1,1,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,47,2020-10-18,,47,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,3,2020-07-08,,3,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,445,2020-05-03,445,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,11,2020-03-09,11,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,93,2020-09-10,93,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,327,2020-07-22,327,,"Epidemic intelligence, national daily data"
Faroes,,,48865,2,2020-09-13,2,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2,2020-06-27,2,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-08-18,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,4828,2020-08-20,4828,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,100,2020-08-18,100,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,2020-01-06,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2,2020-03-13,,2,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,4,2020-07-02,,4,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,8,2020-09-10,,8,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-09-26,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,10,2020-04-02,,10,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-07-14,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,127,2020-07-22,127,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,3,2020-07-16,,3,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,66,2020-04-26,,66,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1665,2020-09-26,1665,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-10-07,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,374,2020-10-06,374,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,9,2020-03-23,,9,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-08-19,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,25,2020-03-06,25,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,107,2020-08-16,107,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,53,2020-09-07,,53,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,1,2020-09-12,,1,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,22,2020-07-02,22,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,34,2020-04-08,34,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,238,2020-08-02,238,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,124,2020-08-14,,124,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,321,2020-06-22,321,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,7176,2020-06-25,7176,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,45,2020-08-02,45,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1039,2020-06-05,1039,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,595,2020-05-13,595,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,34,2020-06-30,34,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,2020-03-09,,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,2020-04-29,,1,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,5,2020-07-23,5,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,5,2020-03-15,5,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,4,2020-05-01,,4,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-04-18,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,308,2020-07-29,308,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,10,2020-10-18,,10,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,8,2020-03-25,8,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,61,2020-05-20,61,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,130,2020-07-19,130,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,3,2020-07-29,,3,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,106,2020-05-23,106,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,16,2020-04-04,,16,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,5,2020-04-16,,5,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2,2020-10-13,,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,670,2020-05-05,670,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,94,2020-05-04,,94,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,2020-05-29,1,1,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1,2020-05-08,,1,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,85,2020-04-25,85,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2,2020-09-24,,2,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,16,2020-04-20,16,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,41,2020-05-27,41,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,5,2020-07-12,,5,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,44,2020-04-15,44,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,2020-08-05,,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-09-02,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2,2020-08-12,,2,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,577,2020-07-12,577,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,2020-10-04,,1,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-06-08,,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,29,2020-06-02,29,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,4,2020-06-30,,4,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2,2020-04-14,2,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,1,2020-06-29,,1,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2,2020-09-22,,2,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,2020-06-30,1,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-03-22,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,254,2020-04-08,,254,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,8,2020-08-06,8,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,3,2020-08-16,,3,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,1,2020-04-14,,1,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2,2020-08-05,,2,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-08-14,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-06-08,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-07-07,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,10,2020-08-12,10,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-10-07,,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-04-18,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,1,2020-05-01,,1,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,2020-03-11,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-09-16,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1176,2020-09-09,1176,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,32,2020-09-30,32,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-10-12,,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-06-13,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-07-18,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-07-14,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-05-28,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-04-12,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,17,2020-08-05,17,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2,2020-10-04,,2,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-06-07,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,171,2020-08-12,171,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,7,2020-05-05,,7,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-05-01,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,304,2020-06-28,304,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2,2020-06-20,,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,1,2020-09-22,1,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2,2020-06-27,,2,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,4,2020-04-20,,4,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-10-14,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-01-22,0,0,"Epidemic intelligence, national daily data"
